Feature,Importance,SGD,XGB,LGBM,Stacking
B_BB_STATUS_ENCODED_MAX_YEAR_0_MEAN_OVERALL,0.0,0.0,0.0,0.0,0.0
B_BB_STATUS_ENCODED_MAX_YEAR_0_MAX_OVERALL,0.0,0.0,0.0,0.0,0.0
B_BB_STATUS_ENCODED_MAX_YEAR_0_MIN_OVERALL,0.0,0.0,0.0,0.0,0.0
B_BB_STATUS_ENCODED_MAX_YEAR_0_SUM_OVERALL,0.0,0.0,0.0,0.0,0.0
B_BB_STATUS_ENCODED_MAX_YEAR_0_STD_OVERALL,0.0,0.0,0.0,0.0,0.0
B_BB_STATUS_ENCODED_LAST_YEAR_0_MEAN_OVERALL,0.0,0.0,0.0,0.0,0.0
B_BB_STATUS_ENCODED_LAST_YEAR_0_MAX_OVERALL,0.0,0.0,0.0,0.0,0.0
B_BB_STATUS_ENCODED_LAST_YEAR_0_MIN_OVERALL,0.0,0.0,0.0,0.0,0.0
B_BB_STATUS_ENCODED_LAST_YEAR_0_SUM_OVERALL,0.0,0.0,0.0,0.0,0.0
B_BB_STATUS_ENCODED_LAST_YEAR_0_STD_OVERALL,0.0,0.0,0.0,0.0,0.0
B_BB_STATUS_ENCODED_FIRST_YEAR_0_MEAN_OVERALL,0.0,0.0,0.0,0.0,0.0
B_BB_STATUS_ENCODED_FIRST_YEAR_0_MAX_OVERALL,0.0,0.0,0.0,0.0,0.0
B_BB_STATUS_ENCODED_FIRST_YEAR_0_MIN_OVERALL,0.0,0.0,0.0,0.0,0.0
B_BB_STATUS_ENCODED_FIRST_YEAR_0_SUM_OVERALL,0.0,0.0,0.0,0.0,0.0
B_BB_STATUS_ENCODED_FIRST_YEAR_0_STD_OVERALL,0.0,0.0,0.0,0.0,0.0
B_BB_WEIGHTED_STATUS_MEAN_YEAR_0_MEAN_OVERALL,0.0,0.0,0.0,0.0,0.0
B_BB_WEIGHTED_STATUS_MEAN_YEAR_0_MAX_OVERALL,0.0,0.0,0.0,0.0,0.0
B_BB_WEIGHTED_STATUS_MEAN_YEAR_0_MIN_OVERALL,0.0,0.0,0.0,0.0,0.0
B_BB_WEIGHTED_STATUS_MEAN_YEAR_0_SUM_OVERALL,0.0,0.0,0.0,0.0,0.0
B_BB_WEIGHTED_STATUS_MEAN_YEAR_0_STD_OVERALL,0.0,0.0,0.0,0.0,0.0
B_BB_WEIGHTED_STATUS_MAX_YEAR_0_MEAN_OVERALL,0.0,0.0,0.0,0.0,0.0
B_BB_WEIGHTED_STATUS_MAX_YEAR_0_MAX_OVERALL,0.0,0.0,0.0,0.0,0.0
B_BB_WEIGHTED_STATUS_MAX_YEAR_0_MIN_OVERALL,0.0,0.0,0.0,0.0,0.0
B_BB_WEIGHTED_STATUS_MAX_YEAR_0_SUM_OVERALL,0.0,0.0,0.0,0.0,0.0
B_BB_WEIGHTED_STATUS_MAX_YEAR_0_STD_OVERALL,0.0,0.0,0.0,0.0,0.0
B_BB_WEIGHTED_STATUS_FIRST_YEAR_0_MEAN_OVERALL,0.0,0.0,0.0,0.0,0.0
B_BB_WEIGHTED_STATUS_FIRST_YEAR_0_MAX_OVERALL,0.0,0.0,0.0,0.0,0.0
B_BB_WEIGHTED_STATUS_FIRST_YEAR_0_MIN_OVERALL,0.0,0.0,0.0,0.0,0.0
B_BB_WEIGHTED_STATUS_FIRST_YEAR_0_SUM_OVERALL,0.0,0.0,0.0,0.0,0.0
B_BB_WEIGHTED_STATUS_FIRST_YEAR_0_STD_OVERALL,0.0,0.0,0.0,0.0,0.0
B_BB_WEIGHTED_STATUS_LAST_YEAR_0_MEAN_OVERALL,0.0,0.0,0.0,0.0,0.0
B_BB_WEIGHTED_STATUS_LAST_YEAR_0_MAX_OVERALL,0.0,0.0,0.0,0.0,0.0
B_BB_WEIGHTED_STATUS_LAST_YEAR_0_SUM_OVERALL,0.0,0.0,0.0,0.0,0.0
B_BB_WEIGHTED_STATUS_LAST_YEAR_0_STD_OVERALL,0.0,0.0,0.0,0.0,0.0
B_BB_EXP_WEIGHTED_STATUS_LAST_YEAR_0_MEAN_OVERALL,0.0,0.0,0.0,0.0,0.0
B_BB_EXP_WEIGHTED_STATUS_LAST_YEAR_0_MAX_OVERALL,0.0,0.0,0.0,0.0,0.0
B_BB_EXP_WEIGHTED_STATUS_LAST_YEAR_0_SUM_OVERALL,0.0,0.0,0.0,0.0,0.0
B_BB_EXP_WEIGHTED_STATUS_LAST_YEAR_0_STD_OVERALL,0.0,0.0,0.0,0.0,0.0
B_BB_EXP_ENCODED_STATUS_LAST_YEAR_0_MEAN_OVERALL,0.0,0.0,0.0,0.0,0.0
B_BB_EXP_ENCODED_STATUS_LAST_YEAR_0_MAX_OVERALL,0.0,0.0,0.0,0.0,0.0
B_BB_EXP_ENCODED_STATUS_LAST_YEAR_0_MIN_OVERALL,0.0,0.0,0.0,0.0,0.0
B_BB_EXP_ENCODED_STATUS_LAST_YEAR_0_SUM_OVERALL,0.0,0.0,0.0,0.0,0.0
B_BB_EXP_ENCODED_STATUS_LAST_YEAR_0_STD_OVERALL,0.0,0.0,0.0,0.0,0.0
B_BB_STATUS_ENCODED_MEAN_YEAR_1_MEAN_OVERALL,0.0,0.0,0.0,0.0,0.0
B_BB_STATUS_ENCODED_MEAN_YEAR_1_MAX_OVERALL,0.0,0.0,0.0,0.0,0.0
B_BB_STATUS_ENCODED_MEAN_YEAR_1_MIN_OVERALL,0.0,0.0,0.0,0.0,0.0
B_BB_STATUS_ENCODED_MEAN_YEAR_1_SUM_OVERALL,0.0,0.0,0.0,0.0,0.0
B_BB_STATUS_ENCODED_MEAN_YEAR_1_STD_OVERALL,0.0,0.0,0.0,0.0,0.0
B_BB_STATUS_ENCODED_MAX_YEAR_1_MEAN_OVERALL,0.0,0.0,0.0,0.0,0.0
B_BB_STATUS_ENCODED_MAX_YEAR_1_MAX_OVERALL,0.0,0.0,0.0,0.0,0.0
B_BB_STATUS_ENCODED_MAX_YEAR_1_MIN_OVERALL,0.0,0.0,0.0,0.0,0.0
B_BB_STATUS_ENCODED_MAX_YEAR_1_SUM_OVERALL,0.0,0.0,0.0,0.0,0.0
B_BB_STATUS_ENCODED_MAX_YEAR_1_STD_OVERALL,0.0,0.0,0.0,0.0,0.0
B_BB_STATUS_ENCODED_LAST_YEAR_1_MEAN_OVERALL,0.0,0.0,0.0,0.0,0.0
B_BB_STATUS_ENCODED_LAST_YEAR_1_MAX_OVERALL,0.0,0.0,0.0,0.0,0.0
B_BB_STATUS_ENCODED_LAST_YEAR_1_MIN_OVERALL,0.0,0.0,0.0,0.0,0.0
B_BB_STATUS_ENCODED_LAST_YEAR_1_SUM_OVERALL,0.0,0.0,0.0,0.0,0.0
B_BB_STATUS_ENCODED_LAST_YEAR_1_STD_OVERALL,0.0,0.0,0.0,0.0,0.0
B_BB_STATUS_ENCODED_FIRST_YEAR_1_MEAN_OVERALL,0.0,0.0,0.0,0.0,0.0
B_BB_STATUS_ENCODED_FIRST_YEAR_1_MAX_OVERALL,0.0,0.0,0.0,0.0,0.0
B_BB_STATUS_ENCODED_FIRST_YEAR_1_MIN_OVERALL,0.0,0.0,0.0,0.0,0.0
B_BB_STATUS_ENCODED_FIRST_YEAR_1_SUM_OVERALL,0.0,0.0,0.0,0.0,0.0
B_BB_STATUS_ENCODED_FIRST_YEAR_1_STD_OVERALL,0.0,0.0,0.0,0.0,0.0
B_BB_WEIGHTED_STATUS_MEAN_YEAR_1_SUM_OVERALL,0.0,0.0,0.0,0.0,0.0
B_BB_WEIGHTED_STATUS_MAX_YEAR_1_MAX_OVERALL,0.0,0.0,0.0,0.0,0.0
B_BB_WEIGHTED_STATUS_MAX_YEAR_1_SUM_OVERALL,0.0,0.0,0.0,0.0,0.0
B_BB_WEIGHTED_STATUS_FIRST_YEAR_1_SUM_OVERALL,0.0,0.0,0.0,0.0,0.0
B_BB_WEIGHTED_STATUS_LAST_YEAR_1_SUM_OVERALL,0.0,0.0,0.0,0.0,0.0
B_BB_EXP_WEIGHTED_STATUS_LAST_YEAR_1_SUM_OVERALL,0.0,0.0,0.0,0.0,0.0
B_BB_EXP_ENCODED_STATUS_LAST_YEAR_1_MEAN_OVERALL,0.0,0.0,0.0,0.0,0.0
B_BB_EXP_ENCODED_STATUS_LAST_YEAR_1_MAX_OVERALL,0.0,0.0,0.0,0.0,0.0
B_BB_EXP_ENCODED_STATUS_LAST_YEAR_1_MIN_OVERALL,0.0,0.0,0.0,0.0,0.0
B_BB_EXP_ENCODED_STATUS_LAST_YEAR_1_SUM_OVERALL,0.0,0.0,0.0,0.0,0.0
B_BB_EXP_ENCODED_STATUS_LAST_YEAR_1_STD_OVERALL,0.0,0.0,0.0,0.0,0.0
B_BB_STATUS_ENCODED_MEAN_YEAR_REST_MEAN_OVERALL,0.0,0.0,0.0,0.0,0.0
B_BB_STATUS_ENCODED_MEAN_YEAR_REST_MAX_OVERALL,0.0,0.0,0.0,0.0,0.0
B_BB_STATUS_ENCODED_MEAN_YEAR_REST_MIN_OVERALL,0.0,0.0,0.0,0.0,0.0
B_BB_STATUS_ENCODED_MEAN_YEAR_REST_SUM_OVERALL,0.0,0.0,0.0,0.0,0.0
B_BB_STATUS_ENCODED_MEAN_YEAR_REST_STD_OVERALL,0.0,0.0,0.0,0.0,0.0
B_BB_STATUS_ENCODED_MAX_YEAR_REST_MEAN_OVERALL,0.0,0.0,0.0,0.0,0.0
B_BB_STATUS_ENCODED_MAX_YEAR_REST_MAX_OVERALL,0.0,0.0,0.0,0.0,0.0
B_BB_STATUS_ENCODED_MAX_YEAR_REST_MIN_OVERALL,0.0,0.0,0.0,0.0,0.0
B_BB_STATUS_ENCODED_MAX_YEAR_REST_SUM_OVERALL,0.0,0.0,0.0,0.0,0.0
B_BB_STATUS_ENCODED_MAX_YEAR_REST_STD_OVERALL,0.0,0.0,0.0,0.0,0.0
B_BB_STATUS_ENCODED_LAST_YEAR_REST_MEAN_OVERALL,0.0,0.0,0.0,0.0,0.0
B_BB_STATUS_ENCODED_LAST_YEAR_REST_MAX_OVERALL,0.0,0.0,0.0,0.0,0.0
B_BB_STATUS_ENCODED_LAST_YEAR_REST_MIN_OVERALL,0.0,0.0,0.0,0.0,0.0
B_BB_STATUS_ENCODED_LAST_YEAR_REST_SUM_OVERALL,0.0,0.0,0.0,0.0,0.0
B_BB_STATUS_ENCODED_LAST_YEAR_REST_STD_OVERALL,0.0,0.0,0.0,0.0,0.0
B_BB_STATUS_ENCODED_FIRST_YEAR_REST_MEAN_OVERALL,0.0,0.0,0.0,0.0,0.0
B_BB_STATUS_ENCODED_FIRST_YEAR_REST_MAX_OVERALL,0.0,0.0,0.0,0.0,0.0
B_BB_STATUS_ENCODED_FIRST_YEAR_REST_MIN_OVERALL,0.0,0.0,0.0,0.0,0.0
B_BB_STATUS_ENCODED_FIRST_YEAR_REST_SUM_OVERALL,0.0,0.0,0.0,0.0,0.0
B_BB_STATUS_ENCODED_FIRST_YEAR_REST_STD_OVERALL,0.0,0.0,0.0,0.0,0.0
B_BB_WEIGHTED_STATUS_MEAN_YEAR_REST_SUM_OVERALL,0.0,0.0,0.0,0.0,0.0
B_BB_WEIGHTED_STATUS_MAX_YEAR_REST_SUM_OVERALL,0.0,0.0,0.0,0.0,0.0
B_BB_WEIGHTED_STATUS_FIRST_YEAR_REST_SUM_OVERALL,0.0,0.0,0.0,0.0,0.0
B_BB_WEIGHTED_STATUS_LAST_YEAR_REST_SUM_OVERALL,0.0,0.0,0.0,0.0,0.0
B_BB_EXP_WEIGHTED_STATUS_LAST_YEAR_REST_SUM_OVERALL,0.0,0.0,0.0,0.0,0.0
B_BB_EXP_ENCODED_STATUS_LAST_YEAR_REST_MEAN_OVERALL,0.0,0.0,0.0,0.0,0.0
B_BB_EXP_ENCODED_STATUS_LAST_YEAR_REST_MAX_OVERALL,0.0,0.0,0.0,0.0,0.0
B_BB_EXP_ENCODED_STATUS_LAST_YEAR_REST_MIN_OVERALL,0.0,0.0,0.0,0.0,0.0
B_BB_EXP_ENCODED_STATUS_LAST_YEAR_REST_SUM_OVERALL,0.0,0.0,0.0,0.0,0.0
B_BB_EXP_ENCODED_STATUS_LAST_YEAR_REST_STD_OVERALL,0.0,0.0,0.0,0.0,0.0
B_B_CREDIT_DURATION_MEAN_OVERALL,0.0,0.0,0.0,0.0,0.0
B_B_CREDIT_DURATION_MAX_OVERALL,0.0,0.0,0.0,0.0,0.0
B_B_CREDIT_DURATION_MIN_OVERALL,0.0,0.0,0.0,0.0,0.0
B_B_CREDIT_DURATION_SUM_OVERALL,0.0,0.0,0.0,0.0,0.0
B_B_CREDIT_DURATION_STD_OVERALL,0.0,0.0,0.0,0.0,0.0
B_B_FLAG_OVERDUE_RECENT_MAX_OVERALL,0.0,0.0,0.0,0.0,0.0
B_B_FLAG_OVERDUE_RECENT_SUM_OVERALL,0.0,0.0,0.0,0.0,0.0
B_B_MAX_AMT_OVERDUE_DURATION_RATIO_MEAN_OVERALL,0.0,0.0,0.0,0.0,0.0
B_B_MAX_AMT_OVERDUE_DURATION_RATIO_MAX_OVERALL,0.0,0.0,0.0,0.0,0.0
B_B_MAX_AMT_OVERDUE_DURATION_RATIO_MIN_OVERALL,0.0,0.0,0.0,0.0,0.0
B_B_MAX_AMT_OVERDUE_DURATION_RATIO_SUM_OVERALL,0.0,0.0,0.0,0.0,0.0
B_B_MAX_AMT_OVERDUE_DURATION_RATIO_STD_OVERALL,0.0,0.0,0.0,0.0,0.0
B_B_CURRENT_AMT_OVERDUE_DURATION_RATIO_MEAN_OVERALL,0.0,0.0,0.0,0.0,0.0
B_B_CURRENT_AMT_OVERDUE_DURATION_RATIO_MAX_OVERALL,0.0,0.0,0.0,0.0,0.0
B_B_CURRENT_AMT_OVERDUE_DURATION_RATIO_MIN_OVERALL,0.0,0.0,0.0,0.0,0.0
B_B_CURRENT_AMT_OVERDUE_DURATION_RATIO_SUM_OVERALL,0.0,0.0,0.0,0.0,0.0
B_B_CURRENT_AMT_OVERDUE_DURATION_RATIO_STD_OVERALL,0.0,0.0,0.0,0.0,0.0
B_B_AMT_OVERDUE_DURATION_LEFT_RATIO_MEAN_OVERALL,0.0,0.0,0.0,0.0,0.0
B_B_AMT_OVERDUE_DURATION_LEFT_RATIO_MAX_OVERALL,0.0,0.0,0.0,0.0,0.0
B_B_AMT_OVERDUE_DURATION_LEFT_RATIO_MIN_OVERALL,0.0,0.0,0.0,0.0,0.0
B_B_AMT_OVERDUE_DURATION_LEFT_RATIO_SUM_OVERALL,0.0,0.0,0.0,0.0,0.0
B_B_AMT_OVERDUE_DURATION_LEFT_RATIO_STD_OVERALL,0.0,0.0,0.0,0.0,0.0
B_B_CNT_PROLONGED_MAX_OVERDUE_MUL_MEAN_OVERALL,0.0,0.0,0.0,0.0,0.0
B_B_CNT_PROLONGED_MAX_OVERDUE_MUL_MAX_OVERALL,0.0,0.0,0.0,0.0,0.0
B_B_CNT_PROLONGED_MAX_OVERDUE_MUL_MIN_OVERALL,0.0,0.0,0.0,0.0,0.0
B_B_CNT_PROLONGED_MAX_OVERDUE_MUL_SUM_OVERALL,0.0,0.0,0.0,0.0,0.0
B_B_CNT_PROLONGED_MAX_OVERDUE_MUL_STD_OVERALL,0.0,0.0,0.0,0.0,0.0
B_B_CNT_PROLONGED_DURATION_RATIO_MEAN_OVERALL,0.0,0.0,0.0,0.0,0.0
B_B_CNT_PROLONGED_DURATION_RATIO_MAX_OVERALL,0.0,0.0,0.0,0.0,0.0
B_B_CNT_PROLONGED_DURATION_RATIO_SUM_OVERALL,0.0,0.0,0.0,0.0,0.0
B_B_CNT_PROLONGED_DURATION_RATIO_STD_OVERALL,0.0,0.0,0.0,0.0,0.0
B_B_CURRENT_DEBT_TO_CREDIT_RATIO_MEAN_OVERALL,0.0,0.0,0.0,0.0,0.0
B_B_CURRENT_DEBT_TO_CREDIT_RATIO_MAX_OVERALL,0.0,0.0,0.0,0.0,0.0
B_B_CURRENT_DEBT_TO_CREDIT_RATIO_MIN_OVERALL,0.0,0.0,0.0,0.0,0.0
B_B_CURRENT_DEBT_TO_CREDIT_RATIO_SUM_OVERALL,0.0,0.0,0.0,0.0,0.0
B_B_CURRENT_DEBT_TO_CREDIT_RATIO_STD_OVERALL,0.0,0.0,0.0,0.0,0.0
B_B_CURRENT_CREDIT_DEBT_DIFF_MEAN_OVERALL,0.0,0.0,0.0,0.0,0.0
B_B_CURRENT_CREDIT_DEBT_DIFF_MAX_OVERALL,0.0,0.0,0.0,0.0,0.0
B_B_CURRENT_CREDIT_DEBT_DIFF_MIN_OVERALL,0.0,0.0,0.0,0.0,0.0
B_B_CURRENT_CREDIT_DEBT_DIFF_SUM_OVERALL,0.0,0.0,0.0,0.0,0.0
B_B_CURRENT_CREDIT_DEBT_DIFF_STD_OVERALL,0.0,0.0,0.0,0.0,0.0
B_B_AMT_ANNUITY_CREDIT_RATIO_MEAN_OVERALL,0.0,0.0,0.0,0.0,0.0
B_B_AMT_ANNUITY_CREDIT_RATIO_MAX_OVERALL,0.0,0.0,0.0,0.0,0.0
B_B_AMT_ANNUITY_CREDIT_RATIO_MIN_OVERALL,0.0,0.0,0.0,0.0,0.0
B_B_AMT_ANNUITY_CREDIT_RATIO_SUM_OVERALL,0.0,0.0,0.0,0.0,0.0
B_B_AMT_ANNUITY_CREDIT_RATIO_STD_OVERALL,0.0,0.0,0.0,0.0,0.0
B_B_CREDIT_ENDDATE_UPDATE_DIFF_MEAN_OVERALL,0.0,0.0,0.0,0.0,0.0
B_B_CREDIT_ENDDATE_UPDATE_DIFF_MAX_OVERALL,0.0,0.0,0.0,0.0,0.0
B_B_CREDIT_ENDDATE_UPDATE_DIFF_MIN_OVERALL,0.0,0.0,0.0,0.0,0.0
B_B_CREDIT_ENDDATE_UPDATE_DIFF_SUM_OVERALL,0.0,0.0,0.0,0.0,0.0
B_B_CREDIT_ENDDATE_UPDATE_DIFF_STD_OVERALL,0.0,0.0,0.0,0.0,0.0
B_CREDIT_ACTIVE_ACTIVE_MEAN,0.0,0.0,0.0,0.0,0.0
B_CREDIT_ACTIVE_CLOSED_MEAN,0.0,0.0,0.0,0.0,0.0
B_CREDIT_CURRENCY_CURRENCY 1_MEAN,0.0,0.0,0.0,0.0,0.0
B_CREDIT_TYPE_CONSUMER CREDIT_MEAN,0.0,0.0,0.0,0.0,0.0
B_CREDIT_TYPE_CREDIT CARD_MEAN,0.0,0.0,0.0,0.0,0.0
B_DAYS_CREDIT_MEAN_CA_CLOSED,0.0,0.0,0.0,0.0,0.0
B_DAYS_CREDIT_MIN_CA_CLOSED,0.0,0.0,0.0,0.0,0.0
B_DAYS_CREDIT_MAX_CA_CLOSED,0.0,0.0,0.0,0.0,0.0
B_CREDIT_DAY_OVERDUE_MEAN_CA_CLOSED,0.0,0.0,0.0,0.0,0.0
B_CREDIT_DAY_OVERDUE_MAX_CA_CLOSED,0.0,0.0,0.0,0.0,0.0
B_CREDIT_DAY_OVERDUE_SUM_CA_CLOSED,0.0,0.0,0.0,0.0,0.0
B_DAYS_CREDIT_ENDDATE_MEAN_CA_CLOSED,0.0,0.0,0.0,0.0,0.0
B_DAYS_CREDIT_ENDDATE_MAX_CA_CLOSED,0.0,0.0,0.0,0.0,0.0
B_DAYS_CREDIT_ENDDATE_MIN_CA_CLOSED,0.0,0.0,0.0,0.0,0.0
B_AMT_CREDIT_SUM_SUM_CA_CLOSED,0.0,0.0,0.0,0.0,0.0
B_AMT_CREDIT_SUM_MEAN_CA_CLOSED,0.0,0.0,0.0,0.0,0.0
B_AMT_CREDIT_SUM_MAX_CA_CLOSED,0.0,0.0,0.0,0.0,0.0
B_AMT_CREDIT_SUM_DEBT_SUM_CA_CLOSED,0.0,0.0,0.0,0.0,0.0
B_AMT_CREDIT_SUM_DEBT_MEAN_CA_CLOSED,0.0,0.0,0.0,0.0,0.0
B_AMT_CREDIT_SUM_OVERDUE_MAX_CA_CLOSED,0.0,0.0,0.0,0.0,0.0
B_AMT_CREDIT_SUM_OVERDUE_SUM_CA_CLOSED,0.0,0.0,0.0,0.0,0.0
B_AMT_CREDIT_SUM_OVERDUE_MEAN_CA_CLOSED,0.0,0.0,0.0,0.0,0.0
B_AMT_ANNUITY_MEAN_CA_CLOSED,0.0,0.0,0.0,0.0,0.0
B_AMT_ANNUITY_SUM_CA_CLOSED,0.0,0.0,0.0,0.0,0.0
B_AMT_ANNUITY_MAX_CA_CLOSED,0.0,0.0,0.0,0.0,0.0
B_B_CREDIT_DURATION_MAX_CA_CLOSED,0.0,0.0,0.0,0.0,0.0
B_B_CREDIT_DURATION_MEAN_CA_CLOSED,0.0,0.0,0.0,0.0,0.0
B_B_CREDIT_DURATION_MIN_CA_CLOSED,0.0,0.0,0.0,0.0,0.0
B_B_CREDIT_DURATION_STD_CA_CLOSED,0.0,0.0,0.0,0.0,0.0
B_BB_STATUS_ENCODED_MEAN_MEAN_CA_CLOSED,0.0,0.0,0.0,0.0,0.0
B_BB_STATUS_ENCODED_MEAN_MAX_CA_CLOSED,0.0,0.0,0.0,0.0,0.0
B_BB_WEIGHTED_STATUS_MEAN_MAX_CA_CLOSED,0.0,0.0,0.0,0.0,0.0
B_BB_MONTHS_BALANCE_POS_COUNT_SUM_CA_CLOSED,0.0,0.0,0.0,0.0,0.0
B_BB_MONTHS_BALANCE_POS_COUNT_MEAN_CA_CLOSED,0.0,0.0,0.0,0.0,0.0
B_DAYS_CREDIT_MEAN_CA_ACTIVE,0.0,0.0,0.0,0.0,0.0
B_DAYS_CREDIT_MIN_CA_ACTIVE,0.0,0.0,0.0,0.0,0.0
B_DAYS_CREDIT_MAX_CA_ACTIVE,0.0,0.0,0.0,0.0,0.0
B_CREDIT_DAY_OVERDUE_MEAN_CA_ACTIVE,0.0,0.0,0.0,0.0,0.0
B_CREDIT_DAY_OVERDUE_MAX_CA_ACTIVE,0.0,0.0,0.0,0.0,0.0
B_CREDIT_DAY_OVERDUE_SUM_CA_ACTIVE,0.0,0.0,0.0,0.0,0.0
B_DAYS_CREDIT_ENDDATE_MEAN_CA_ACTIVE,0.0,0.0,0.0,0.0,0.0
B_DAYS_CREDIT_ENDDATE_MAX_CA_ACTIVE,0.0,0.0,0.0,0.0,0.0
B_DAYS_CREDIT_ENDDATE_MIN_CA_ACTIVE,0.0,0.0,0.0,0.0,0.0
B_AMT_CREDIT_SUM_SUM_CA_ACTIVE,0.0,0.0,0.0,0.0,0.0
B_AMT_CREDIT_SUM_MEAN_CA_ACTIVE,0.0,0.0,0.0,0.0,0.0
B_AMT_CREDIT_SUM_MAX_CA_ACTIVE,0.0,0.0,0.0,0.0,0.0
B_AMT_CREDIT_SUM_DEBT_SUM_CA_ACTIVE,0.0,0.0,0.0,0.0,0.0
B_AMT_CREDIT_SUM_DEBT_MEAN_CA_ACTIVE,0.0,0.0,0.0,0.0,0.0
B_AMT_CREDIT_SUM_OVERDUE_MAX_CA_ACTIVE,0.0,0.0,0.0,0.0,0.0
B_AMT_CREDIT_SUM_OVERDUE_SUM_CA_ACTIVE,0.0,0.0,0.0,0.0,0.0
B_AMT_CREDIT_SUM_OVERDUE_MEAN_CA_ACTIVE,0.0,0.0,0.0,0.0,0.0
B_AMT_ANNUITY_MEAN_CA_ACTIVE,0.0,0.0,0.0,0.0,0.0
B_AMT_ANNUITY_SUM_CA_ACTIVE,0.0,0.0,0.0,0.0,0.0
B_AMT_ANNUITY_MAX_CA_ACTIVE,0.0,0.0,0.0,0.0,0.0
B_B_CREDIT_DURATION_MAX_CA_ACTIVE,0.0,0.0,0.0,0.0,0.0
B_B_CREDIT_DURATION_MEAN_CA_ACTIVE,0.0,0.0,0.0,0.0,0.0
B_B_CREDIT_DURATION_MIN_CA_ACTIVE,0.0,0.0,0.0,0.0,0.0
B_B_CREDIT_DURATION_STD_CA_ACTIVE,0.0,0.0,0.0,0.0,0.0
B_BB_STATUS_ENCODED_MEAN_MEAN_CA_ACTIVE,0.0,0.0,0.0,0.0,0.0
B_BB_STATUS_ENCODED_MEAN_MAX_CA_ACTIVE,0.0,0.0,0.0,0.0,0.0
B_BB_WEIGHTED_STATUS_MEAN_MEAN_CA_ACTIVE,0.0,0.0,0.0,0.0,0.0
B_BB_WEIGHTED_STATUS_MEAN_MAX_CA_ACTIVE,0.0,0.0,0.0,0.0,0.0
B_BB_MONTHS_BALANCE_POS_COUNT_SUM_CA_ACTIVE,0.0,0.0,0.0,0.0,0.0
B_BB_MONTHS_BALANCE_POS_COUNT_MEAN_CA_ACTIVE,0.0,0.0,0.0,0.0,0.0
B_DAYS_CREDIT_MEAN_CA_SOLD,0.0,0.0,0.0,0.0,0.0
B_DAYS_CREDIT_MIN_CA_SOLD,0.0,0.0,0.0,0.0,0.0
B_DAYS_CREDIT_MAX_CA_SOLD,0.0,0.0,0.0,0.0,0.0
B_CREDIT_DAY_OVERDUE_MEAN_CA_SOLD,0.0,0.0,0.0,0.0,0.0
B_CREDIT_DAY_OVERDUE_MAX_CA_SOLD,0.0,0.0,0.0,0.0,0.0
B_CREDIT_DAY_OVERDUE_SUM_CA_SOLD,0.0,0.0,0.0,0.0,0.0
B_DAYS_CREDIT_ENDDATE_MEAN_CA_SOLD,0.0,0.0,0.0,0.0,0.0
B_DAYS_CREDIT_ENDDATE_MAX_CA_SOLD,0.0,0.0,0.0,0.0,0.0
B_DAYS_CREDIT_ENDDATE_MIN_CA_SOLD,0.0,0.0,0.0,0.0,0.0
B_AMT_CREDIT_SUM_SUM_CA_SOLD,0.0,0.0,0.0,0.0,0.0
B_AMT_CREDIT_SUM_MEAN_CA_SOLD,0.0,0.0,0.0,0.0,0.0
B_AMT_CREDIT_SUM_MAX_CA_SOLD,0.0,0.0,0.0,0.0,0.0
B_AMT_CREDIT_SUM_DEBT_SUM_CA_SOLD,0.0,0.0,0.0,0.0,0.0
B_AMT_CREDIT_SUM_DEBT_MEAN_CA_SOLD,0.0,0.0,0.0,0.0,0.0
B_AMT_CREDIT_SUM_OVERDUE_MAX_CA_SOLD,0.0,0.0,0.0,0.0,0.0
B_AMT_CREDIT_SUM_OVERDUE_SUM_CA_SOLD,0.0,0.0,0.0,0.0,0.0
B_AMT_CREDIT_SUM_OVERDUE_MEAN_CA_SOLD,0.0,0.0,0.0,0.0,0.0
B_AMT_ANNUITY_MEAN_CA_SOLD,0.0,0.0,0.0,0.0,0.0
B_AMT_ANNUITY_SUM_CA_SOLD,0.0,0.0,0.0,0.0,0.0
B_AMT_ANNUITY_MAX_CA_SOLD,0.0,0.0,0.0,0.0,0.0
B_B_CREDIT_DURATION_MAX_CA_SOLD,0.0,0.0,0.0,0.0,0.0
B_B_CREDIT_DURATION_MEAN_CA_SOLD,0.0,0.0,0.0,0.0,0.0
B_B_CREDIT_DURATION_MIN_CA_SOLD,0.0,0.0,0.0,0.0,0.0
B_B_CREDIT_DURATION_STD_CA_SOLD,0.0,0.0,0.0,0.0,0.0
B_BB_STATUS_ENCODED_MEAN_MEAN_CA_SOLD,0.0,0.0,0.0,0.0,0.0
B_BB_STATUS_ENCODED_MEAN_MAX_CA_SOLD,0.0,0.0,0.0,0.0,0.0
B_BB_MONTHS_BALANCE_POS_COUNT_SUM_CA_SOLD,0.0,0.0,0.0,0.0,0.0
B_BB_MONTHS_BALANCE_POS_COUNT_MEAN_CA_SOLD,0.0,0.0,0.0,0.0,0.0
B_DAYS_CREDIT_MEAN_CA_BAD_DEBT,0.0,0.0,0.0,0.0,0.0
B_DAYS_CREDIT_MIN_CA_BAD_DEBT,0.0,0.0,0.0,0.0,0.0
B_DAYS_CREDIT_MAX_CA_BAD_DEBT,0.0,0.0,0.0,0.0,0.0
B_CREDIT_DAY_OVERDUE_MEAN_CA_BAD_DEBT,0.0,0.0,0.0,0.0,0.0
